,review_id,star_rating,helpful_votes,total_votes
130705,R1SGX272ZIQ1JH,5,0,0
85627,R2CSV4IO81R1LI,4,0,0
71099,R2YICN2T5DU822,5,0,0
99386,R13YTLL2KOABKV,4,0,0
5859,R10KMTD96M60ZQ,2,0,0
67639,R2L0CCMQ6SKJYJ,5,0,0
58270,R22TOAR76N0PZP,5,0,0
20002,R1UDYWGCIZKQE7,3,0,0
66424,R28DK57PXJHR14,4,0,2
99859,R3L9TPKXUMEDMS,3,0,0
72559,R98LF4FSNYKZM,5,0,2
101439,R2C69S9HMOIQUY,5,0,0
47121,R30VCS71LYE49G,5,0,0
6167,R3RMPBWLXL5M9E,5,0,0
24838,R24EDG8I18X9GJ,5,0,0
56087,R3KG3DJJ6BEVJ9,5,0,0
27571,R8460X012EINQ,5,0,0
1386,R3ISIWM7QUT74K,3,0,0
24508,R3HY4TH0EU97YF,5,0,0
59557,R2A0UTA2CKTQAX,5,0,0
59293,RRRBYWZ30CW8H,5,0,0
64223,R1GSNMM3WPNIT4,4,0,1
4301,R37OUF3U6MM4FJ,5,0,0
3771,R365I80IKH6HLX,1,0,0
100192,R10S051ZB79127,4,5,5
104983,R340HWJT8SIN7R,1,0,0
26879,R2Q0IMTBK0IG4T,4,0,0
56911,R1JZ7NRD2B9SJ3,5,0,5
109028,R3DEW5VKCYWK0O,5,0,1
88145,R3EJCZ7GIG1PAK,5,0,0
14746,RH7MRNGH24G54,4,0,0
85284,R1T16VO2GROEH,5,0,0
85400,R2250DD6AZ8K1W,5,0,0
72051,R17R85DTGC9W8T,5,1,1
17438,R56G9ZOTH576A,5,0,0
86065,R2L1Z9KKXJ00R7,4,0,0
35401,R18PJHXZD5CME5,5,0,0
86643,RCM010FWQWHSG,5,3,5
138273,R1SKWKPAXKBXE1,5,0,0
5047,R3A4RIU3GU4A8F,5,0,0
40230,R233VX860N1GVN,4,1,1
66811,R3CUK11JOIN7YX,5,0,0
95421,R2H1FP8EQD8A7P,5,0,0
13153,RGCV9F7IXNRDZ,1,1,1
71410,R16S1PI4R2MKDI,5,0,0
126043,RO7BA2Y01U6ZQ,5,0,0
63521,R29WCVUIW2HZUE,1,0,1
84363,R126CYNXMP9TPZ,5,0,0
15009,R141PH21BJR0DM,1,0,1
73124,R28E8NCHX15RA7,2,1,2
76234,R21DP7WTRV5EL0,1,6,6
128908,RV4PVL6E9ICY0,2,9,10
59124,ROTXPTXXRV3HG,5,0,0
36440,R19Y66KN9Z0E3Q,2,2,3
18548,R1KLM89EUY7GL7,5,0,0
19763,R27PZEIXRN4TY5,5,0,1
69372,R2701U9IKR89MW,4,1,2
8065,R3II4JTT6OK1RJ,5,4,5
7338,R3EBSPPHBR80U,5,0,0
65440,R3UO6PORXTHE2J,5,16,16
95646,R3P40R1W25Z3BQ,1,1,5
75790,R25OHWTTTI764R,2,1,1
99547,R1UBT4JHGOEZIE,5,0,3
86086,R3ON9UYKMNFMA4,5,1,1
33356,R1PXLG1L8ONZF2,5,0,0
36442,R2A28R26RXLKZF,2,0,1
29859,R171K6X1VCCBIE,5,0,0
81316,R1POTTC72VTQLE,2,0,13
98429,R36RD73TS3L1D0,5,0,5
22371,RGUHAGTQ4Z98Y,1,0,0
71915,RGJAM6MGNU8I3,5,0,0
69755,R36DKIT3NN4FUY,5,0,0
60764,R2M2A0KJKF6CN9,5,0,0
89396,RRW0A7XR7361K,1,2,3
90141,R2PGWKIEO7ISVY,5,0,0
99001,R13U2CKD7995J0,5,0,0
37421,R2MXHXDERF1VVU,1,0,1
40114,R24DXBXGHY8WW2,5,0,0
2453,R2F7I0JHL5CYX,5,0,0
75194,R2ITI5VQSTT4SK,5,2,2
127726,R1HEOWO6XHVDO8,5,23,39
139136,R2XQNL1O1Y9KUA,5,2,3
85926,R13DC7V252GIAN,4,2,2
66250,RXQBEMP5QJTZE,1,0,3
64376,R2WI3DH4L4ZM89,4,0,0
37553,R73QBPTBWB5B2,5,0,0
78911,R1GA3SHA92JZHA,1,0,0
80931,R38D3PRAEFXTSZ,5,0,0
139870,RBF2DEOVE535I,5,0,0
6137,R3MJHM84I5O05A,5,0,0
26406,R96RD6FNUCPHE,1,0,1
120954,R3SGS1G2EH4IDT,4,0,0
125509,R3B3DPGHJTCA68,5,1,1
30398,R3UW0JHXSHDK32,1,1,1
125657,R1QGWXZEAL8GMD,5,3,5
42822,REL3G5MRQXF95,1,14,14
21231,R12OI4M3RTK9CE,1,0,0
57583,R26VO2LGGPGTXT,5,0,0
123594,RRIFP5A21CL98,3,0,1
10782,R27VZU8B3C6IP7,3,1,1
137734,R267J6DI7C2XXJ,5,1,1
127863,R237RAGRPZMTD4,3,0,0
143721,RZWXD56TJGZBD,5,19,19
44155,R1M011QT3DA005,2,0,1
12753,R2EMOBFQV8Y3BN,1,1,1
7833,R29BNOSFXKR384,1,1,1
23268,R3UYYZTY7JJFC6,3,0,0
80714,RP20ZKC9J81JF,1,1,1
73683,R1MCU8GGZH9880,5,0,0
47004,R2GMZJ6DYQ289W,5,0,0
52167,R25Y1MVI7WFI9V,4,3,3
67065,R1OMQGCP5XEFW,5,48,49
37770,R2W78QM8LNLNRL,1,2,2
108190,R3S4D7HU45BCTF,5,0,0
48614,R16Z5684I0XZRT,1,0,4
92557,R2GNCKKPWGE24Y,5,0,0
51819,R2DZGBUO3GKHS9,4,0,0
50260,R300ICMFWVWVC1,5,0,0
46942,R6KBSJZHFSZH6,1,1,1
32977,R2FYP3R2JQFH43,4,0,0
49929,R3IU9GIWU69ONL,5,0,0
67887,R23GM12RG5CB6X,5,0,0
33796,R2XBDQ5VXZ0QJR,1,0,0
35496,R3T4LUGIZQPQYA,4,2,3
141517,R34JU4TUP9ORF8,5,8,8
89271,R1PEI9DZFXIYR9,1,6,7
1805,R2RIQR8MHCEWQR,5,0,0
18785,R2JKTBF6N3EZKZ,5,1,1
41720,RG7L18T7KU9TQ,5,0,0
61076,R3E5P9NSAADRG2,4,0,0
9966,R1P8QBI6LWSPJO,5,0,0
116993,R1C4UYEYUHSU10,5,0,0
53061,R1B4G79BXN6B90,3,19,22
45634,R2DWZAN5T36H7O,4,0,0
108520,R1WHAWJZ9KCDOL,3,0,0
21195,R335YW50FG293J,5,0,1
13147,R32QVRV0RHSCY1,5,0,2
38947,R1S1XON4PHWIFA,5,0,0
18930,RSHP720QNMAPH,3,1,1
62205,R3CFU8QPVGJS8B,2,1,1
76690,RS7VVA5KE7FLY,1,57,60
117819,R3M1MYQL30BC8P,5,1,1
92924,R711LOWV5OMO3,5,0,1
96789,R21XZIXKWZAX0G,1,7,10
50746,R131S4XUAFNNAD,5,0,1
66930,R2YVJ2ENR13F7B,3,0,0
69822,R345GTSWIIHAVK,2,4,4
89150,R1DOLLUYJP8HKB,4,0,0
43374,RUQM16UKCW1YE,5,0,0
87145,R214OBM45R19P7,5,0,0
125884,R3TA7RUAELQ8BJ,1,9,11
89006,R1TT8WMHSPK5L9,3,1,1
86843,R89GSPS3KNAL5,5,0,0
47712,R1TSNNOJPWCHTT,5,0,0
97250,R2EQ5J48MZT9H8,3,0,0
99198,RSCE061Z55VXD,4,2,3
104191,RWY8WTAN8CTS2,4,1,1
82452,R296FIX58HQYQU,5,0,0
35768,R3SQTHVJCYU2ZE,5,0,0
90475,RL3DND8Q4Q87C,5,0,0
17193,R1YM3YFSHQ6WLY,5,0,1
35488,R2TQ66MC8QF8R1,5,0,2
136480,RGUCE9Q4FG0QG,3,3,4
11874,RJWJMLKN5IYM3,5,0,1
143077,R1HHTCHVP17FFG,5,1,1
48595,R1FW7OON374PD9,5,0,0
17544,R1ZRTJO4W3UPXX,5,0,0
36875,ROFM0YK1X2A3Z,3,0,0
47423,R54W9WNKBTAYL,5,0,0
79351,R1NN4JU078IQV5,4,0,0
64634,R2EGXCKTUNG0R5,5,0,0
130015,R3FG8G6G2R4JJI,3,4,5
27547,RNJNICAH7MI0D,4,0,0
69513,R29RYC76WZRTOJ,4,0,0
41595,R3KN6TBSG5TIJ6,3,0,1
127400,R3GWUL8PJ0WWYM,5,3,3
31058,R1IRGUKD6PAHLM,1,0,0
91755,R14X58AUJUNTDH,5,11,13
104243,R18JQ6MZN47SH3,5,0,1
16726,R2R052IA8BEMCO,1,0,0
91193,R3OJ4X5EEDAVDR,5,0,0
37555,R22I90IP9PDDVX,5,0,0
73361,R3GOPEQQ9E9F6Q,5,0,2
123932,R28NQHTQB3EAKO,1,5,15
89227,R175R8YZVU2V6W,5,1,1
100242,RUJW4V66L8075,5,0,0
44158,R9YUUOOS6R7XY,1,6,7
19557,R3VG6CA7QTU1ZN,1,0,0
82232,R1C9ULVQL2R9US,2,16,17
134495,RLYCQZKS9013H,4,0,0
86277,R3IPMGOA3NMEQU,4,2,3
25085,R2QZC3A975OVTL,5,0,0
48497,R2UAP1UENZRUL5,5,0,0
43162,RH4076Z397O3Z,5,0,0
18074,R2LTQONE2OIUI,1,5,5
58731,R2B1ZOBDIQY2HM,5,0,0
66925,R9YZV9PF7Y5SW,4,0,0
86570,R3PP2G4EZ5RG77,5,0,0
69544,R2WXB6XBROMIL8,1,0,0
74634,R6IV7IIX2F82M,3,0,0
115774,R288QKMQQYW21T,1,0,13
39178,R3C5BMN1GQX28T,5,0,0
62065,R380BO99J91IM,5,0,0
113025,R1NXXVCH3D9Q47,5,0,0
29304,R1Y9BHOCLYQVR1,5,0,0
42068,R3AZUWA1NWMC8V,5,0,0
20289,R1WENNW1AR8ERY,5,0,0
19860,RW1YNJ30QOICG,1,0,0
6614,R2ED5K8CLOAGIU,5,0,0
49146,R39YP9M4VHNIUC,4,0,0
58712,RL2N2POB1U04I,5,0,0
34714,R3LFK8VNT27MAN,1,0,1
71935,R34OZ8KH2YP7WO,5,0,0
102218,RPF9YZQILDJHN,5,0,0
52978,R3O80B48VY5Z1G,5,0,0
91498,RCD362LZDCZXY,1,1,2
101014,R2VP15DPWPEPKZ,3,0,1
1500,RNWXIBLOTDO96,4,0,0
18867,R3IJCQ8QBH1SAL,1,2,2
94558,R1B2TKTHS9KE8I,5,0,0
63406,R29SVN6LQH7P7T,5,0,0
90506,R2Y56JXZSPC5YB,5,2,2
36549,RMF9FG7MJH1WM,5,0,0
95704,R12PDIUBVA3PXZ,1,1,1
134697,R2X0BP1RDDN6R7,5,0,0
67410,R7CIKYQ3KDTDR,5,0,0
61508,R3FBAXXLZ880KK,1,0,0
102944,R2F47NHSDZAD85,2,4,15
25273,R3OHU87V1ERFYU,4,0,1
69796,R36A2F7S77F0LA,5,0,0
32474,RXHBTEY76MCR3,5,3,3
99829,R28TAIL23ASXC4,5,0,0
136863,R2F1VALQMJVFJW,1,0,20
140161,R1UFCB2R93OUCC,3,22,23
70364,R275X2EUYLB791,5,10,10
42616,R3QMWN8XJQZ8RR,5,0,0
49320,R1FVRBKRJQXM8Z,5,0,0
87775,R2WSMF0E3DCP7Y,2,0,2
98824,R1367YUBC8UZZT,1,2,2
95399,RRBE4IFZJ54E1,1,0,0
47278,R1YQVOIGZ8FK2F,5,0,0
109365,R3U32CDL5RLTY1,4,2,5
123436,R35K0A9JU1FBLC,5,2,2
15820,R347HIH9ICUVFI,5,0,0
83614,R1NTQ91PDKA6KI,5,0,0
24663,R7CYXR3IUWY3I,5,0,0
120366,R3AV0SS3W6AIWB,5,1,1
40486,R1ZMC3DVMUBKC5,2,0,0
84992,RQN3WYDOWAENE,1,0,0
82059,R2VRMAQVX8XD8I,5,0,0
124062,R3GKGUWNWHR2TT,2,1,1
126347,R1Y61IWRAMA7YO,5,2,10
58336,R16VRCKOXGPVGH,5,1,1
123799,R27S5YHNW8T5HQ,2,3,23
81753,RZXGHZ4ZRDZMK,3,0,0
23631,R3AO0D7AMTV0HD,1,0,0
61205,R2A6AU1KTW60II,5,0,0
35331,R137DVCTOMJ0TG,1,15,16
128631,RUVIH5N0T6D8P,1,0,1
66148,R1E9L3363HX4G5,1,4,7
80775,RURHPNF306Z6U,5,0,1
117366,R3JFBXVGLZE34M,5,1,2
131715,R1XMMSE5T85UM5,5,0,1
66050,R8Q5S86KOINIK,1,10,10
1259,R3FS2H8T54KYHN,2,0,0
68514,R3D216VMICE896,5,0,0
46056,R2SQ5OTCVJNXJX,5,0,0
20613,R1ZECL4DCM1BIM,5,0,1
107385,R2WT974X7QY103,1,1,1
69912,RJK1NPCZZX61M,5,1,1
10497,RYUEF73DQYY5,5,0,0
87877,R2SWTJEJDXWW3Q,4,2,2
76436,R3MPB21THURHK5,3,0,1
82623,RS21UISV7JH33,5,0,0
130911,R1YDTQCWH8AVP4,5,3,3
120582,R37WSWPMFQYUC8,4,0,0
133666,R3RJJXINPL6BVH,5,0,1
76154,R256QUITY7SKSY,4,2,2
88088,R1OZY7KKM53WHI,5,0,0
58302,R6CLI9E10GHRV,1,3,8
86774,RWQH7ESYM0UJC,5,0,0
80493,R28K1OYX48NW4C,1,3,4
20608,R3F60F07K3A0HL,4,0,0
3949,R7VVTJTMS3S5A,5,0,0
21298,R1KVFFEEGNL7N7,3,0,0
83595,R167HSKKN7NIYX,1,4,5
87668,R17HZXPWCXQI0I,5,0,0
143474,RYY3ZOMA9GT0I,1,5,22
56793,RI4I3P2V463TW,1,0,0
88736,R1UKJ31QU2AAJE,1,0,0
4350,RGOXOFO3NBUSG,5,0,0
42438,RCV8X4QPYKXT3,4,4,4
20888,R1AKMSN8PJW2EH,2,0,15
97053,R1PPIXTGCUYQ4G,4,0,0
54536,R6GYY48SQBEF8,5,1,2
21946,R1ERXXB3MX1WLG,5,0,0
72743,RCBSJ76KGJBSO,5,0,1
94550,R6AIFSSPB5MAJ,3,3,3
78289,RSRREHK3IXQZU,1,7,7
73064,R1UETY1PP30FGE,1,1,1
52683,R747YG463DEHY,5,0,0
95763,RMQI7OABEAE66,5,0,0
95495,R15JPWED9R8CG4,1,0,11
33340,R22LT6NMQWEYUT,5,0,0
247,R2I060426U0BSZ,1,0,0
90523,R2QE0GDBNI3DT6,5,5,5
37488,R10F6Z1NVZKWP2,5,0,0
80921,R2O5PA160069C6,5,0,0
79798,R32FGOIUO9IUUG,3,0,0
44847,ROTN18W2NGFUN,5,0,0
22992,R1FSQ1UKULUPZW,5,0,2
28611,R10SP1C632ASWK,1,0,1
28524,R20K1X4F2O1ZH4,4,0,0
17485,RD1CH0O3XKHLZ,3,0,0
133526,R2SDUFB1XQLLDR,5,3,7
19258,R3JKWBXYY3WSGD,5,0,1
94258,RYGQ0H6C4J2XX,5,2,7
11220,R24JCD599MC989,5,1,1
42469,R2VIRC46PZIXMQ,3,1,1
1284,RI7D0QXK2N1VN,1,15,15
97453,R1ZTJUKGGM3AMU,2,0,0
42133,R3M5IVWSJL31AF,5,0,0
73758,R1RJ2C81BDHJYS,1,0,2
92244,R2L4F0AZDCE6V1,3,5,5
88486,REQ7XC5IWSLRS,1,1,1
88424,R2X2CVFIVM46UJ,3,2,2
92267,R3QITYPZ64EPWP,5,0,1
118322,R178MRTC83WN58,5,1,3
23921,R3NOXXC7MJOOSI,5,0,0
42029,R1TJ3I8R9ETZJU,1,0,1
85941,R3MDSOM3UBFM00,1,0,3
138144,R2Z2NNPY80UWPP,4,0,0
111955,RU0Q75KBXWLLS,3,0,2
92796,R3V8JPGJM1FRCT,5,0,6
76807,RPVGI4SYUYU60,4,0,1
68030,R3ILFK9XC50O1Q,5,0,1
110019,R1N3BZ71C7TSMW,5,0,0
44217,R4CTYWVQTYQ4D,4,0,0
33364,R2K5AB29E0KL84,3,0,0
78319,R24LWJT2Z95HKH,5,2,2
70599,RX53PNW6NAGT8,2,0,0
113094,R1E8EEX3RBYZOI,4,1,3
21050,R1GD1H1R5MH0U9,5,0,0
46817,R3QNTBM9V1DV9N,5,0,0
52453,R30ROLO47RHLND,5,0,0
99969,R1OR060Z0T87DF,4,0,0
14486,R2W852OTCNRD6A,5,1,1
21778,R3T80Q4GL5NLLA,4,0,0
14841,RM4XRAI4ANZQH,5,0,0
16944,R1OLXOZMBT5NUN,5,0,0
102199,R3QF20F5HRAR6R,2,1,1
86882,R2R2NPP0DXDY5D,1,0,12
133452,R1TM2N62HS8UM3,5,1,1
74077,R21EOQ9YWXITO9,4,0,0
111239,R1OCBGKOR7UJYJ,5,0,0
65602,R398JF9NK0LCDR,1,3,6
19340,R3ITVE530ICJOU,4,0,0
94875,R2269BI60H3RY,4,0,0
30063,R1W6HZEQ5U1GRY,5,0,1
38704,R1DBKNSRWJ5UWE,5,0,0
77266,R21AKB1R9IFSGQ,5,0,0
75576,R3VGED9U45Y07D,3,3,3
39521,R24HDZS3H5DN5M,5,0,0
69985,R36WAMNNQTUXYC,5,1,1
305,R2YH8F366V4OWB,1,0,1
11347,RSHFB87ILNVLP,5,0,0
128087,R1W5ANDKJNHQJY,1,7,9
104343,R2GSTD7MY1NV7O,3,0,8
22158,R28DERR5SA2RUO,5,0,0
63930,R6I2KRXMHFT9P,5,0,0
12286,R18IKFHAL2XTSK,5,2,3
5908,R1FE42Q6IVQDX,4,0,0
107326,R2TOWV9GGFNT0W,5,0,0
36770,R1I6KI47ZHUB9Q,5,0,0
2152,R168RXHNFFCEAH,1,0,0
46622,R38T6GHJUD3PHY,2,0,0
16464,R14QBZPQFAYCF1,5,0,0
91181,R137UKVE8MLN0K,5,0,0
15332,R3FJ4N1EYDER4O,5,0,0
143228,RTUPLGJ7SRRUN,4,3,4
16567,R2XJO2CYDJHOE7,5,0,1
97717,RH3JU8VATQGEJ,5,0,0
30229,R3P3SJFTOVNFXR,5,2,2
132950,R3PS46RW33F1VY,5,0,0
38022,RDZBSY6NEJKWA,5,0,1
79928,R3UP389TQN2WDE,2,0,0
58848,R1UPHHA66JIVHH,5,3,3
10251,R83C2Q3ULO7K6,5,0,0
47247,R13VREYAUFX5PM,5,0,0
68140,R3JN2VKRXPEKYN,4,1,2
94189,RKSL402ZY44Q4,5,2,3
14549,R310NWQFD8YEPM,4,1,3
29916,R14TBY6Z0KHARB,5,1,21
78527,R2FERLW760AJGU,4,0,0
81854,R3HRRRWQ7PC9HA,5,0,0
6775,R92UBW5BI85V9,1,0,0
95172,R13UPGAAI2VIX7,5,0,1
31654,R3FVVJXF9MJC29,5,0,0
71319,R107CW823MO3IG,5,0,0
133138,REB9BKP6UHPEU,5,0,1
135593,R26KGO0PCUCDN3,5,1,2
64485,R2C9LY42JJ3GYP,4,1,1
101785,R9MIN5RWSURPS,5,2,2
60289,R1J9VFN3QSP3P5,5,0,0
106801,R2S5077L588CSD,3,3,4
123682,R2INXHCZD7J25F,5,0,0
38327,R1PF7ASJF4WBIB,5,0,1
44968,RMR91H85YJ0YM,5,0,2
120391,R3TM4XUJB6IMFU,5,25,35
10293,R1D44I193IJB1A,1,1,1
142791,RRAIF3CPF5F5N,4,3,3
20747,R1B7WJKSAWWY74,1,2,2
81685,R1XU1H11W6GR7O,5,0,0
61518,R2WR8IZLU0LZKR,4,0,0
16467,RK84HY0UK78IA,1,4,5
82956,R3FTKK3Q7SJTZL,5,1,1
58268,R3A6KDVSF4E0O6,5,0,0
106249,R2LNFIUOJ1I281,1,3,3
74602,R23V40CFXNQE34,2,2,2
68410,R1SYXKSZ8DJORF,1,0,0
86809,R3UZRRKZBM92BK,3,1,2
131809,RMAQ2CCE3FLOP,5,0,1
12405,RRMPZ18J9UVEI,5,1,1
37965,R3UADWAMYV3DAP,5,0,0
120495,RG9AP4UVE7QJ1,5,1,3
144429,R1DEZ1ZD8IYK5A,1,2,3
49667,R171H232WCO2AT,5,0,0
108457,R31YWXGKS8RK7I,4,0,2
2231,R1W54R4QI40N1U,1,0,0
13552,R3H77I9NK9BMVN,4,0,0
95237,R3GCTT5PLRJWER,3,0,2
21085,R332FEKSU8F4Q1,4,0,0
9036,RYF8SFA2P77WK,5,0,1
131366,R1R3CDGMW71J64,1,8,13
51390,R34GS8IRMQDGEV,5,0,0
14150,R1UBC8Q95SJMK9,5,0,0
71244,R338KWPHV6KQGZ,4,0,0
47708,R1L2RPAM985W6I,5,1,1
45922,RQLV38UXZNWXK,5,0,0
59565,R2AK8IXV3O2VHA,5,0,0
3659,R1BLQC6GY2F9JF,1,1,1
46390,R2S9A273L9ZLVH,1,0,0
32411,RM0LP5E2IG1,1,0,0
109290,RE0X889TZ3QN3,5,1,2
21436,R2C7H2W1B8YZCY,5,1,2
23841,R2OL40A9VKO2PT,5,0,0
6297,R3ND5YBEQSK59X,5,1,2
97871,R205QQQ0JYMWCH,5,1,1
86877,R1IZI4OBC0ZTVS,5,0,0
27423,R18X5WB9SWE3HY,5,0,0
37229,R3VK4PSZW8W0HO,5,0,0
91322,R2WVWZIT7OFAC8,5,0,0
17956,R3LZSFS9OSGBHJ,2,0,2
53601,R7MFFDWVQU8VG,2,1,1
112664,R1MRCPQ36PQLYC,5,0,0
64492,R2UXDWO5MAWVZG,5,0,0
40211,RQ7G1K08UIBZ2,5,0,0
134226,R1T8AQGY4CGH87,1,7,11
104948,R3ZY6JQ1NRBC2,2,0,0
110819,R2APB0OYBAYIVB,5,0,0
20207,R3JCK1YX6SWUFT,5,0,0
82523,R3UITFKRZGUSR7,5,0,0
131745,R18S960JBPN0IY,3,0,0
38368,R300Y3FMMW46CS,5,1,2
26517,RNKXWPP79JMF0,1,2,3
18658,R2QBK8T0EDOWEW,5,0,0
103864,R1CYVPZCNWGYL3,5,3,3
31958,R22DRJZNE84FC9,1,1,1
7122,R3D6H3V6JQ04MH,4,10,16
16131,R13FRBTGGAG82E,5,0,0
33079,R3MZMR5CSUUBSQ,2,9,9
77297,R3LLIK0U3KQTHV,1,1,1
77895,R1IQUMBX5ISTVP,3,0,0
86350,R1NP8CYCFH833V,5,0,0
19791,R120F02267WX1,2,1,1
12788,R2KELTOEW933AR,5,1,1
61954,R33SAVVSJ03PEC,5,0,0
132169,R24LSHYFGO8A8J,2,78,86
62488,RNWXRR7HJEOMY,5,0,0
89598,R1B8BDKD3Q5HF0,2,0,0
5787,RGGAN3Q78X4J5,2,0,0
128758,R37GV1L1Z7ZY6Z,5,19,23
97949,R304K0FIIGXMZQ,2,1,4
77801,R1YNB7TIP7P7KD,5,0,0
6584,R3SVISCU9ZI4FN,5,0,0
43888,R3T17ZYSEEDW9H,5,1,1
1671,RQN4KPF4F9Q8G,1,2,4
79981,RSJ0094FO0PIB,5,0,0
1416,R37Z9YH879ZXUS,5,0,0
113411,RRS3TZT4JZ6X2,5,0,0
42793,R34VEK0JH7D5S5,3,1,3
120771,RZ4CM8PD2Y5CT,2,0,0
4119,R2W6O6MKEI45W,5,0,0
79927,R1U2CUED1IHXK7,5,0,2
26054,R10YI545WLTCD4,5,0,0
16498,R361KXDC4HI9QB,5,0,0
32408,R7VQLLUIL5T0O,5,0,0
42708,R2OU9VS06LZCJ7,5,1,2
5700,R2MN5M3UKXMEUC,3,0,0
23097,R2LRQXKRYYDB0L,5,0,0
56019,R35628ICX0Y6W3,4,0,1
142117,R3BMVOAGMLCK6T,5,1,1
70445,R2FONQUB3D59QK,5,0,0
55905,R1A6J8WK0WGNU8,1,0,0
6093,R16VZPC8G2JJX4,5,0,0
76167,R28L2U6B54I915,2,0,0
134741,R1FDKB6WE8CA1S,5,0,0
29547,RRM0L9CCO7H9E,3,0,0
101007,R3HO1V7TXIKMM7,5,1,1
91153,R2HZK2OYU3DVWB,1,0,1
61197,R1TKOHM1F5A3YV,5,0,0
111342,RPWMSATWMNQ5Z,5,0,0
92675,R1AA96G7IJ4TTM,4,0,0
95105,R38TMTHE2T9AJ5,4,0,0
10683,RGFZCH0CDEV0A,3,1,1
83861,R2KRXI6XRFZZI5,3,0,0
100681,R2JLCCXSO4WYZZ,2,0,0
85993,R1DEN9C2L4OU9W,1,0,0
112765,R3JKMV95WRG7YR,5,0,0
59811,R157OVZPL92VH3,1,0,0
22003,RZZG2SQA8WQY9,3,1,1
48283,R3RSRT7E0D4P7Y,4,0,0
7764,R1U86OLD9KN7YI,3,0,0
72707,R39Y10G4KZ8YYE,2,1,1
27112,R1EJ0DKTWOKAEF,5,0,0
39479,R1J43U29JPQWG6,1,1,1
16389,R3GQR2NDT8Q3EH,5,0,0
80636,R1ADRAM7JGI1U9,5,0,0
7801,R1ZT941SLOJGZJ,5,5,6
64730,R1QNNA8Y3ILCF,2,0,0
29070,RARG7ATBOISIP,1,0,0
38689,R1MQLZ5A3S9E8V,5,0,1
44946,R3M9EXPFAD7SBZ,4,0,1
129376,R3W3YFJPTY6GWJ,5,0,0
122693,R1W3DCTRJ4X0YB,5,1,1
36357,R2HHLPEYMN7O9L,5,1,1
28746,R18WKJKOWMEAVK,1,4,8
113223,RNAB5FXZINLFM,5,0,0
100307,R2XHMR0WN9F3DU,5,0,0
22893,R1W49MN4VM8VO1,5,0,2
7518,R30BVX6CXLYKJ2,4,0,0
35105,R1EE2QT4NZUV6A,5,0,0
37771,R2I3A3RRRPMLMQ,5,0,0
55707,R1GK8NSA46ZCFO,1,0,0
35594,R1VOYYB77ZD66B,5,0,0
41514,R2MIXF7M5AULLQ,5,0,0
83406,R37Q5FB1C3F19S,1,0,0
107386,R1RXY5T2TZCAES,1,1,1
107466,R3KWYWR4SZIUZU,3,0,5
92954,R1RRAGR27IYIBB,3,2,4
88243,R1VNHZCZFKP0KX,5,0,0
65843,R1L4EUUUGMKP3S,5,0,0
123930,R1VHO8EMGE49TE,5,2,4
75925,R39VKG7QSVAK9W,5,0,0
130450,R18J0SHZY01H78,5,0,0
105192,R3UJNDN1ALR4Y3,3,0,4
45975,R5BQNKUV891EX,5,0,0
22584,RF2GA4P47K1GA,4,0,1
111942,R1TZSSVNDNCCHJ,5,0,0
35266,R1GFJAMICE5ZL6,3,0,0
88791,RZOU3YCMJBXG0,1,7,10
61748,R2UWVIU8VMH2Y5,1,1,1
27797,RBMF6UQEPG3NC,1,0,0
97986,R1B6HST9U1FX93,3,0,2
117545,R2J92W7BUISH80,3,0,0
87337,REYAYRJW08PIT,5,1,1
90736,R3P7NQD3QREM7K,1,1,2
69767,R2CARBVIOVNLUT,1,0,0
128902,RWC76K8YEP79A,5,0,0
86695,R2N5RCDRK34E0C,4,3,8
208,R13Z51AV6B54L2,1,0,0
142005,R2DJ7BIZ1SUUFQ,4,0,0
140484,R2A1U99021GY8U,5,7,7
33102,RHK8QGWQ4GWMW,5,4,59
3918,R32LOAEFPIWCBP,5,0,1
10674,R29ZW777KY1QOH,4,0,0
114980,R2RRE148TNOHJE,5,0,0
60502,R13AT930LHPSVE,3,0,0
21258,R1ZEPGI8NVQ7,5,0,0
11522,RY2Z2UMHBHNM1,2,1,2
235,RRSVIJBJW7LS3,5,0,0
8035,R2NKB3T518GNSD,5,0,0
30775,R2479N85Z2TSIO,1,5,5
50161,R6950R15GK9KR,1,0,2
132697,RSHLPL2FIJSE4,5,4,5
27033,R5K7BIBHYCI2K,5,2,9
14444,R36WAK2N111W3S,5,0,0
69444,R3IXF4S5DT935R,5,0,0
9819,R1CJ3NLLAL9WGL,3,0,0
89839,R17EEXBVPSOPOS,5,0,1
24306,R2K96L63NDLALV,1,0,1
94355,R3JQOTWIGUDA9I,1,11,13
32067,R14O2GH683X71F,5,0,0
60730,R3P0DWTNMVFWLX,1,0,0
11688,RP97YHQZZX9H9,5,0,0
56787,R16Z2BS12VKMUP,2,2,8
69558,R10V458T37DPP5,1,3,4
82031,R2P2J5JRJ4C9S,1,0,0
53128,R194S8QEHTF6ZQ,5,0,0
63768,R1UWDIYJQ2GGXX,5,0,0
14001,R3340C2NNSHWHI,5,0,0
20867,R29D46XDW24S2Y,1,1,1
74604,R1ZQVIP5DMTRKS,1,1,3
37724,R1881H97OAK7LG,1,0,0
35012,R2V5B1I68IO1VL,1,0,0
89892,RXAWH2IX69X7,1,5,7
127185,R1DNGPDWKMBCGV,1,1,1
